Geography,Estimate; Total:,Estimate; Total: - White alone,Estimate; Total: - Black or African American alone,Estimate; Total: - American Indian and Alaska Native alone,Estimate; Total: - Asian alone,Estimate; Total: - Native Hawaiian and Other Pacific Islander alone,Estimate; Total: - Some other race alone,Estimate; Total: - Two or more races:,Estimate; Total: - Two or more races: - Two races including Some other race,"Estimate; Total: - Two or more races: - Two races excluding Some other race, and three or more races"
"Somervell County, Texas",8444,7619,107,31,10,0,649,28,0,28
"Starr County, Texas",60882,56702,53,95,45,0,3293,694,468,226
"Stephens County, Texas",9561,8176,236,32,49,0,1018,50,34,16
"Sterling County, Texas",1223,1187,2,0,0,0,34,0,0,0
"Stonewall County, Texas",1447,1278,46,11,0,0,88,24,19,5
"Sutton County, Texas",4123,3793,42,21,0,0,264,3,3,0
"Swisher County, Texas",7816,6694,446,19,33,32,335,257,30,227
"Tarrant County, Texas",1814667,1273774,269911,9312,84660,3198,131728,42084,9671,32413
"Taylor County, Texas",131425,109139,9766,660,2105,111,6287,3357,1086,2271
"Terrell County, Texas",1001,962,0,0,39,0,0,0,0,0
"Terry County, Texas",12561,10278,621,33,10,0,1439,180,115,65
"Throckmorton County, Texas",1626,1613,2,0,0,0,2,9,0,9
"Titus County, Texas",32045,25679,3254,130,231,0,2026,725,220,505
"Tom Green County, Texas",110434,95978,4501,648,1172,70,5427,2638,852,1786
"Travis County, Texas",1034842,746424,87799,5972,60637,820,106507,26683,6431,20252
"Trinity County, Texas",14466,12781,1510,27,59,0,22,67,27,40
"Tyler County, Texas",21638,18437,2379,147,87,0,402,186,0,186
"Upshur County, Texas",39386,33960,3345,222,197,23,769,870,64,806
"Upton County, Texas",3300,2654,90,9,0,0,486,61,0,61
"Uvalde County, Texas",26434,24598,259,105,130,20,1078,244,154,90
"Val Verde County, Texas",48578,44374,677,193,261,0,2589,484,140,344
"Van Zandt County, Texas",52507,49242,1250,441,202,164,395,813,108,705
"Victoria County, Texas",87188,71237,5499,339,999,14,5336,3764,1069,2695
"Walker County, Texas",67447,49370,15263,157,718,0,1166,773,119,654
"Waller County, Texas",42894,28956,10348,469,134,0,1673,1314,312,1002
"Ward County, Texas",10705,9229,583,82,33,0,658,120,27,93
"Washington County, Texas",33628,26363,6005,196,485,0,301,278,25,253
"Webb County, Texas",250320,233062,765,806,1900,20,11889,1878,1179,699
"Wharton County, Texas",41153,33091,5931,91,101,0,1453,486,43,443
"Wheeler County, Texas",5414,4720,172,44,48,0,367,63,12,51
"Wichita County, Texas",131019,106322,13633,1041,2790,102,3709,3422,444,2978
"Wilbarger County, Texas",13451,11315,1114,76,117,0,531,298,57,241
"Willacy County, Texas",21983,20635,418,119,0,0,670,141,32,109
"Williamson County, Texas",426296,348720,27063,1363,21268,116,15632,12134,2448,9686
"Wilson County, Texas",42999,37824,703,159,205,0,3164,944,299,645
"Winkler County, Texas",7137,6393,201,81,27,0,234,201,41,160
"Wise County, Texas",59351,55418,610,533,202,38,1567,983,252,731
"Wood County, Texas",41927,38267,2057,235,205,9,769,385,22,363
"Yoakum County, Texas",7918,6508,97,53,40,0,1046,174,93,81
"Young County, Texas",18368,17017,244,89,8,0,467,543,192,351
"Zapata County, Texas",14014,13801,25,0,0,0,188,0,0,0
"Zavala County, Texas",11753,10308,21,0,0,0,1386,38,4,34
"Beaver County, Utah",6527,6345,10,27,0,95,13,37,0,37
"Box Elder County, Utah",49660,46316,109,319,375,68,1445,1028,196,832
"Cache County, Utah",112095,103302,650,748,2165,184,2676,2370,430,1940
"Carbon County, Utah",21153,19369,95,282,158,20,833,396,142,254
"Daggett County, Utah",897,840,0,4,6,4,15,28,0,28
"Davis County, Utah",306664,279043,3759,1587,5736,1911,7279,7349,1361,5988
"Duchesne County, Utah",18537,17023,71,911,88,41,218,185,0,185
"Emery County, Utah",10902,10490,47,49,37,0,170,109,6,103
"Garfield County, Utah",5107,4869,17,97,65,24,4,31,15,16
"Grand County, Utah",9183,8561,33,429,47,21,19,73,1,72
"Iron County, Utah",45984,42704,195,1025,287,210,321,1242,212,1030
"Juab County, Utah",10233,9923,36,82,37,13,36,106,0,106
"Kane County, Utah",7093,6900,10,14,7,8,99,55,25,30
"Millard County, Utah",12436,11646,88,124,18,20,390,150,32,118
"Morgan County, Utah",9485,9253,0,0,44,0,86,102,5,97
"Piute County, Utah",1699,1653,3,1,0,2,27,13,5,8
"Rich County, Utah",2264,2213,3,3,0,2,13,30,4,26
"Salt Lake County, Utah",1032226,887588,16684,7887,34277,16106,43143,26541,4365,22176
"San Juan County, Utah",14707,7084,22,7168,68,64,57,244,17,227
"Sanpete County, Utah",27645,25471,263,285,135,154,998,339,45,294
"Sevier County, Utah",20759,19803,94,262,51,25,292,232,78,154
"Summit County, Utah",36598,34598,108,141,691,8,729,323,69,254
"Tooele County, Utah",58158,54914,540,546,436,215,644,863,109,754
"Uintah County, Utah",32809,27845,41,2033,186,508,985,1211,375,836
"Utah County, Utah",516571,471667,2937,3113,7042,4349,15012,12451,2077,10374
"Wasatch County, Utah",23661,22709,59,78,193,10,291,321,59,262
"Washington County, Utah",139484,129149,613,1849,988,1135,3574,2176,298,1878
"Wayne County, Utah",2756,2688,23,31,0,0,6,8,1,7
"Weber County, Utah",230940,201311,3402,1728,2944,569,15667,5319,1144,4175
"Addison County, Vermont",36814,35217,320,114,554,32,68,509,68,441
"Bennington County, Vermont",36990,35700,171,42,224,0,70,783,81,702
"Caledonia County, Vermont",31170,30124,230,84,260,21,45,406,11,395
"Chittenden County, Vermont",156696,144836,2878,452,4386,6,649,3489,88,3401
"Essex County, Vermont",6316,6123,34,29,19,0,13,98,23,75
"Franklin County, Vermont",47853,45603,210,399,239,0,264,1138,20,1118
"Grand Isle County, Vermont",7032,6714,10,44,16,0,11,237,9,228
"Lamoille County, Vermont",24471,23613,133,65,121,0,109,430,29,401
"Orange County, Vermont",28980,28116,78,80,168,2,64,472,40,432
"Orleans County, Vermont",27198,26372,208,100,112,5,42,359,7,352
"Rutland County, Vermont",61599,59763,291,90,306,0,255,894,51,843
"Washington County, Vermont",59462,57276,540,173,522,11,77,863,19,844
"Windham County, Vermont",44310,42234,446,60,438,51,105,976,39,937
"Windsor County, Vermont",56607,54560,255,123,526,2,164,977,44,933
"Accomack County, Virginia",33454,22586,9620,112,41,0,480,615,12,603
"Albemarle County, Virginia",99484,81403,9751,313,4240,0,1027,2750,361,2389
"Alleghany County, Virginia",16297,15210,801,6,127,0,10,143,2,141
"Amelia County, Virginia",12674,9219,3052,117,59,18,16,193,49,144
"Amherst County, Virginia",32301,24630,6083,331,196,18,304,739,175,564
"Appomattox County, Virginia",14952,11468,3206,12,27,0,16,223,0,223
"Arlington County, Virginia",209077,149199,17742,824,20085,142,13954,7131,1696,5435
"Augusta County, Virginia",73662,68529,2990,231,375,84,835,618,82,536
"Bath County, Virginia",4713,4499,169,0,34,0,11,0,0,0
"Bedford County, Virginia",68750,62962,3830,96,721,30,105,1006,99,907
"Bland County, Virginia",6827,6618,189,0,0,0,0,20,0,20
"Botetourt County, Virginia",33074,31320,1132,2,123,0,55,442,53,389
"Brunswick County, Virginia",17372,7162,9969,0,35,0,46,160,32,128
"Buchanan County, Virginia",24071,23162,478,129,175,0,73,54,0,54
"Buckingham County, Virginia",17071,10562,6167,51,89,0,52,150,6,144
"Campbell County, Virginia",54797,45296,7938,132,420,8,208,795,0,795
"Caroline County, Virginia",28510,18964,8435,135,141,0,150,685,0,685
"Carroll County, Virginia",29989,29225,247,0,43,0,99,375,205,170
"Charles City County, Virginia",7226,3008,3579,469,10,7,3,150,0,150
"Charlotte County, Virginia",12546,8420,3819,64,17,0,105,121,0,121
"Chesterfield County, Virginia",316895,222916,70601,1066,10904,184,4257,6967,911,6056
"Clarke County, Virginia",14143,12805,799,49,140,0,131,219,28,191
"Craig County, Virginia",5186,5080,10,0,13,0,0,83,0,83
"Culpeper County, Virginia",46894,36090,7027,69,746,66,1322,1574,243,1331
"Cumberland County, Virginia",9951,6348,3399,11,0,12,0,181,47,134
"Dickenson County, Virginia",15877,15685,68,0,38,0,0,86,0,86
"Dinwiddie County, Virginia",27926,18006,9280,62,140,0,171,267,51,216
"Essex County, Virginia",11130,6526,4300,64,14,24,12,190,11,179
"Fairfax County, Virginia",1083770,691090,99298,4623,190824,934,53010,43991,8597,35394
"Fauquier County, Virginia",65495,57199,5393,32,896,20,363,1592,123,1469
"Floyd County, Virginia",15268,14590,186,165,139,0,0,188,0,188
"Fluvanna County, Virginia",25749,20836,4006,74,180,0,61,592,120,472
"Franklin County, Virginia",56012,50306,4801,62,171,0,45,627,41,586
"Frederick County, Virginia",78397,71186,3258,62,1057,163,1198,1473,156,1317
"Giles County, Virginia",17149,16585,230,17,32,0,40,245,15,230
"Gloucester County, Virginia",36821,32179,3367,179,332,7,101,656,11,645
"Goochland County, Virginia",21496,16653,4413,12,106,0,53,259,58,201
"Grayson County, Virginia",15535,14941,354,0,4,93,51,92,50,42
"Greene County, Virginia",18453,16460,1244,0,191,27,182,349,1,348
"Greensville County, Virginia",12127,4599,7264,24,52,0,73,115,46,69
"Halifax County, Virginia",36140,21860,13513,51,125,0,422,169,12,157
"Hanover County, Virginia",99964,86520,9225,274,1307,31,970,1637,137,1500
"Henrico County, Virginia",307576,185352,89917,1108,19967,111,4097,7024,479,6545
"Henry County, Virginia",53971,40414,11750,16,274,0,617,900,36,864
"Highland County, Virginia",2317,2295,0,0,0,0,5,17,0,17
"Isle of Wight County, Virginia",35240,25290,8766,55,345,0,228,556,18,538
"James City County, Virginia",66939,54220,9044,208,1861,77,436,1093,233,860
"King and Queen County, Virginia",6968,4756,2148,19,12,0,8,25,9,16
"King George County, Virginia",23739,18280,4530,54,246,6,79,544,88,456
"King William County, Virginia",15861,12278,3010,218,23,0,77,255,0,255
"Lancaster County, Virginia",11371,7963,3211,0,109,0,11,77,3,74
"Lee County, Virginia",25528,24090,959,95,54,8,135,187,10,177
"Loudoun County, Virginia",314980,220871,23431,630,46369,107,12007,11565,1701,9864
"Louisa County, Virginia",33083,26038,5970,120,186,0,197,572,23,549
"Lunenburg County, Virginia",12838,7911,4553,5,5,12,135,217,57,160
"Madison County, Virginia",13270,11311,1524,0,87,13,72,263,39,224
"Mathews County, Virginia",8965,7818,875,33,30,0,86,123,60,63
"Mecklenburg County, Virginia",32548,19346,11968,46,237,14,562,375,42,333
"Middlesex County, Virginia",10855,8647,2146,31,0,0,12,19,1,18
"Montgomery County, Virginia",94179,82549,3632,208,5284,26,881,1599,23,1576
"Nelson County, Virginia",15000,12407,2381,29,20,0,8,155,0,155
"New Kent County, Virginia",18460,14999,2952,156,94,0,94,165,0,165
"Northampton County, Virginia",12408,7483,4750,0,53,0,66,56,44,12
"Northumberland County, Virginia",12389,8788,3592,0,0,0,0,9,0,9
"Nottoway County, Virginia",15875,9188,6312,41,37,0,186,111,8,103
"Orange County, Virginia",33625,27909,4399,57,191,0,308,761,35,726
"Page County, Virginia",24038,23091,371,49,122,0,29,376,53,323
"Patrick County, Virginia",18513,17127,1250,53,2,0,10,71,0,71
"Pittsylvania County, Virginia",63318,47613,13794,38,166,13,663,1031,48,983
"Powhatan County, Virginia",28003,23624,3877,63,155,0,69,215,23,192
"Prince Edward County, Virginia",23017,14477,7865,40,165,2,257,211,0,211
"Prince George County, Virginia",36013,22276,11654,321,623,116,474,549,59,490
"Prince William County, Virginia",404011,242288,80814,1400,30258,359,29503,19389,2798,16591
"Pulaski County, Virginia",34869,32300,1832,20,178,0,58,481,0,481
"Rappahannock County, Virginia",7440,6857,372,33,9,0,37,132,45,87
"Richmond County, Virginia",9234,6143,2790,71,16,0,80,134,5,129
"Roanoke County, Virginia",92432,83195,5043,162,2452,0,314,1266,269,997
"Rockbridge County, Virginia",22357,21134,688,33,152,32,5,313,38,275
"Rockingham County, Virginia",76353,72945,1216,313,581,0,557,741,9,732
"Russell County, Virginia",28773,27989,403,27,72,0,119,163,35,128
"Scott County, Virginia",23061,22701,150,0,53,0,4,153,0,153
"Shenandoah County, Virginia",42076,40016,888,40,239,14,344,535,71,464
"Smyth County, Virginia",32103,31017,641,98,91,0,6,250,15,235
"Southampton County, Virginia",18576,11223,6925,50,17,0,28,333,12,321
"Spotsylvania County, Virginia",122854,92339,19432,378,2954,193,5081,2477,263,2214
"Stafford County, Virginia",129446,92277,22393,740,3419,168,6150,4299,819,3480
"Surry County, Virginia",6988,3570,3307,4,47,0,27,33,0,33
"Sussex County, Virginia",12095,4858,7053,10,15,0,68,91,1,90
"Tazewell County, Virginia",44846,42672,1210,68,140,0,121,635,5,630
"Warren County, Virginia",37567,34487,1477,121,262,42,182,996,30,966
"Washington County, Virginia",54691,53076,692,82,229,0,114,498,67,431
"Westmoreland County, Virginia",17468,11957,5198,3,41,0,54,215,28,187
"Wise County, Virginia",41361,38463,2155,28,164,0,134,417,34,383
"Wythe County, Virginia",29203,27849,1099,11,170,0,20,54,2,52
"York County, Virginia",65503,50812,9061,142,3087,149,266,1986,199,1787
"Alexandria city, Virginia",140337,89211,30599,552,8462,143,5992,5378,1041,4337
"Bedford city, Virginia",6103,4638,1314,0,26,0,10,115,0,115
"Bristol city, Virginia",17747,16112,1062,111,138,0,71,253,0,253
"Buena Vista city, Virginia",6679,6074,535,15,4,2,9,40,3,37
"Charlottesville city, Virginia",43223,29970,8661,186,2818,27,515,1046,106,940
"Chesapeake city, Virginia",223233,139846,66739,902,6932,133,3043,5638,474,5164
"Colonial Heights city, Virginia",17426,14296,2279,41,554,0,87,169,7,162
"Covington city, Virginia",5903,4964,715,15,28,0,37,144,0,144
"Danville city, Virginia",43185,20663,20875,18,436,8,565,620,49,571
"Emporia city, Virginia",5825,1862,3729,13,20,0,143,58,0,58
"Fairfax city, Virginia",22712,16371,1079,137,3578,32,776,739,53,686
"Falls Church city, Virginia",12300,9533,634,8,1212,0,602,311,17,294
"Franklin city, Virginia",8531,3379,4916,0,72,0,15,149,0,149
"Fredericksburg city, Virginia",24932,16220,5850,102,624,3,1434,699,36,663
"Galax city, Virginia",6942,6482,270,38,10,0,0,142,65,77
"Hampton city, Virginia",137471,59665,69527,629,3295,67,1265,3023,191,2832
"Harrisonburg city, Virginia",49043,41586,3661,54,1912,73,701,1056,159,897
"Hopewell city, Virginia",22501,12915,8724,40,57,0,197,568,0,568
"Lexington city, Virginia",6990,5572,616,0,307,0,214,281,8,273
"Lynchburg city, Virginia",75657,49167,21809,140,1890,5,647,1999,293,1706
"Manassas city, Virginia",37943,27524,5410,18,1495,0,1851,1645,486,1159
"Manassas Park city, Virginia",14409,8849,1876,93,1098,0,1579,914,299,615
"Martinsville city, Virginia",13854,6803,6137,86,147,0,353,328,113,215
"Newport News city, Virginia",180831,91768,72991,751,5085,357,2988,6891,424,6467
"Norfolk city, Virginia",243056,116753,104880,1094,8219,567,4037,7506,732,6774
"Norton city, Virginia",3971,3576,290,0,0,0,55,50,0,50
"Petersburg city, Virginia",32226,5921,25625,47,232,7,79,315,35,280
"Poquoson city, Virginia",12110,11521,51,0,406,0,31,101,29,72
"Portsmouth city, Virginia",95786,40037,50735,200,1049,22,888,2855,391,2464
"Radford city, Virginia",16511,14337,1338,0,279,14,182,361,14,347
"Richmond city, Virginia",205348,88522,102477,679,4551,74,2707,6338,330,6008
"Roanoke city, Virginia",96742,63434,27018,210,1750,13,1100,3217,172,3045
"Salem city, Virginia",24792,21931,1779,30,388,0,373,291,16,275
"Staunton city, Virginia",23906,19985,2967,36,153,0,123,642,85,557
"Suffolk city, Virginia",84216,44201,35374,77,1300,7,439,2818,142,2676
"Virginia Beach city, Virginia",439528,301851,84398,1200,27541,525,5019,18994,2054,16940
"Waynesboro city, Virginia",21030,17230,2450,191,206,0,384,569,55,514
"Williamsburg city, Virginia",14207,10696,2065,0,791,0,240,415,38,377
"Winchester city, Virginia",26330,21499,2884,45,663,29,560,650,66,584
"Adams County, Washington",18575,11632,24,167,123,18,5929,682,348,334
"Asotin County, Washington",21658,20330,104,234,108,38,216,628,136,492
"Benton County, Washington",175424,143741,2437,1787,4710,206,17174,5369,1333,4036
"Chelan County, Washington",72431,64135,247,886,522,44,4891,1706,523,1183
"Clallam County, Washington",71411,62920,591,3544,1027,53,548,2728,93,2635
"Clark County, Washington",426984,367814,8448,2652,17232,2691,10210,17937,1730,16207
"Columbia County, Washington",4001,3731,9,57,18,0,80,106,20,86
"Cowlitz County, Washington",102138,92396,516,1750,1353,165,1684,4274,397,3877
"Douglas County, Washington",38369,28809,96,413,294,51,7672,1034,322,712
"Ferry County, Washington",7584,5758,51,1304,34,22,123,292,18,274
"Franklin County, Washington",78680,46005,1528,604,1539,30,26643,2331,992,1339
"Garfield County, Washington",2246,2130,0,0,28,0,0,88,0,88
"Grant County, Washington",88885,61729,960,1009,959,31,21486,2711,850,1861
"Grays Harbor County, Washington",72272,62497,858,2936,991,174,2049,2767,254,2513
"Island County, Washington",78707,67571,1461,529,3433,485,1223,4005,367,3638
"Jefferson County, Washington",29802,27009,285,526,443,12,145,1382,45,1337
"King County, Washington",1940777,1356608,118815,14772,282493,14554,55583,97952,10227,87725
"Kitsap County, Washington",251400,207191,6796,3774,11886,2232,4135,15386,1610,13776
"Kittitas County, Washington",40954,36731,311,340,1074,2,1563,933,15,918
"Klickitat County, Washington",20421,18727,107,566,136,52,460,373,34,339
"Lewis County, Washington",75399,69299,459,615,601,11,1478,2936,383,2553
"Lincoln County, Washington",10536,9912,30,181,41,3,92,277,16,261
"Mason County, Washington",60545,52221,797,2016,902,43,1672,2894,409,2485
"Okanogan County, Washington",40959,31011,193,4181,309,194,3511,1560,323,1237
"Pacific County, Washington",20945,18375,99,332,417,13,865,844,85,759
"Pend Oreille County, Washington",12976,11791,16,480,28,0,113,548,25,523
"Pierce County, Washington",798528,605139,54474,9098,47281,10469,19719,52348,3305,49043
"San Juan County, Washington",15740,14779,109,123,247,18,209,255,37,218
"Skagit County, Washington",117087,102449,704,1942,2108,234,5248,4402,1087,3315
"Skamania County, Washington",11053,10245,11,244,115,41,218,179,3,176
"Snohomish County, Washington",714443,572692,16600,8685,64209,2807,16691,32759,2353,30406
"Spokane County, Washington",470375,420391,8515,6159,10829,1697,5346,17438,1264,16174
"Stevens County, Washington",43498,39119,180,2013,270,66,165,1685,80,1605
"Thurston County, Washington",252410,210962,6824,3469,14185,1925,3672,11373,1101,10272
"Wahkiakum County, Washington",4003,3790,7,36,32,0,0,138,24,114
"Walla Walla County, Washington",58643,51104,998,610,765,177,3493,1496,200,1296
"Whatcom County, Washington",201404,175087,1800,5400,7523,394,3733,7467,1294,6173
"Whitman County, Washington",44997,38349,907,241,3385,149,264,1702,144,1558
"Yakima County, Washington",242454,180685,1888,9741,2397,145,39267,8331,2640,5691
"Barbour County, West Virginia",16472,15952,68,114,45,0,0,293,11,282
"Berkeley County, West Virginia",104410,92146,7511,183,897,10,888,2775,167,2608
"Boone County, West Virginia",24617,24256,232,0,3,0,0,126,10,116
"Braxton County, West Virginia",14531,14294,86,63,11,0,2,75,10,65
"Brooke County, West Virginia",24021,23274,412,51,103,0,45,136,33,103
"Cabell County, West Virginia",96240,88132,4510,217,985,22,109,2265,8,2257
"Calhoun County, West Virginia",7613,7443,18,5,3,0,0,144,0,144
"Clay County, West Virginia",9432,9284,17,4,0,0,3,124,0,124
"Doddridge County, West Virginia",8147,8008,45,1,0,0,0,93,0,93
"Fayette County, West Virginia",46000,42903,2257,103,76,0,163,498,34,464
"Gilmer County, West Virginia",8623,7112,994,38,30,0,126,323,86,237
"Grant County, West Virginia",11929,11652,69,2,0,0,43,163,0,163
"Greenbrier County, West Virginia",35572,33618,1015,65,94,16,44,720,107,613
"Hampshire County, West Virginia",23791,23137,254,0,85,2,87,226,0,226
